Title,Author.Year,Lat,Long,Crop_Type,Crop_TypeMaize,Crop_TypeRice,Crop_TypeWheat,Tmp,Prec,BD,Clay,SOC,pH,Fertilizer,FertilizerAN,FertilizerMA,FertilizerO,FertilizerU,FertilizerEEF,Tillage practice,Irrigation,Fertilizer placement,Nrate,EF,Management,Continent
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.16648582,-0.353088485,0.815695731,-0.10335676,0.730812363,-0.080904604,U,0,0,0,1,0,1,0,1,-1.007819243,0.69,,North America
Nitrous oxide losses of nitrogen fertilizer and influential factors on Loess Soil,"Liang, 2003",34.3,107.72,Maize,1,0,0,0.248737885,-0.449282221,-1.054568357,-0.422034462,-0.344595198,0.615886301,O,0,0,1,0,0,1,1,0,-0.196757908,0.7,,Asia
Nitrous oxide emissions in irrigated corn as affected by nitrification inhibitors,"Bronson et al., 1992",40,-105.8,Maize,1,0,0,-1.379853003,-1.01442042,-0.119436313,-0.453124969,0.133363718,-0.893827327,U,0,0,0,1,0,1,1,0,0.376392102,0.71,,North America
"Nitrous Oxide Release from Arable Soil: Importance of N-Fertilization, Crops and Temporal Variation","Kaiser et al., 1998",52.24,10.44,Wheat,0,0,1,-1.807563741,0.512655138,0.815695731,-0.344308193,-0.583574656,-0.893827327,O,0,0,1,0,0,1,0,1,0.289878893,0.14,,Europe
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,1.104159361,0.364356462,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.72,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.531996593,0.04,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,MA,0,1,0,0,0,1,0,1,-0.294085268,0.73,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-1.613411707,0.05,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.888863581,0.06,,North America
Effect of slow releasing nitrogen fertilizers on CH4 and N2O emission in maize and rice fields in black earth soil,"Liang et al., 2004",47.43,126.63,Maize,1,0,0,-0.310576157,-0.264910894,-0.119436313,-0.033403118,-0.10561574,0.151359031,U,0,0,0,1,0,1,0,0,-0.423855082,0.73,,Oceania
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,MA,0,1,0,0,0,1,0,1,0.279064742,0.75,,Europe
Denitrification from Soils of a Year-Round Forage Production System Fertilized with Liquid Dairy Manure,"Lowrance et al., 1998",32.12,-81.1,Maize,1,0,0,0.232287472,0.143912484,0.815695731,-0.686303776,-0.583574656,-1.822881867,MA,0,1,0,0,0,1,1,0,4.972406335,0.75,,South America
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Maize,1,0,0,-0.65603483,0.007638025,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,1,-0.683394709,0.76,,Europe
Nitrous oxide emissions from Chinese cropland fertilized with a range of slow-release nitrogen compounds,"Jiang et al., 2010",32,119.33,Maize,1,0,0,1.515419686,-0.541467885,0.815695731,-0.709621657,-0.225105469,-0.197036422,U,0,0,0,1,0,1,0,0,1.263152495,0.77,,Asia
Responses of N2O and CH4 fluxes to fertilizer nitrogen addition rates in an irrigated wheat-maize cropping system in northern China,"Liu et al., 2012",34.93,110.72,Maize,1,0,0,0.528394906,0.083791399,1.750827774,0.650588048,-0.464084927,2.125599928,U,0,0,0,1,0,1,1,0,2.885275166,0.77,,Asia
Nitrogen Source Effects on Soil Nitrous Oxide Emissions from Strip-Till Corn,"Halvorson et al, 2011",40.65,-105,Maize,1,0,0,-0.425729048,-0.938267045,0.815695731,-0.111129387,-0.225105469,0.848149936,U,0,0,0,1,0,1,1,1,0.203365684,0.78,,North America
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.13,-74,Maize,1,0,0,-0.705386069,1.446535991,-0.119436313,1.054764646,0.491832905,-0.777695509,AN,1,0,0,0,0,0,0,0,-1.007819243,0.78,,North America
Responses of N2O and CH4 fluxes to fertilizer nitrogen addition rates in an irrigated wheat-maize cropping system in northern China,"Liu et al., 2012",34.93,110.72,Maize,1,0,0,0.528394906,0.083791399,1.750827774,0.650588048,-0.464084927,2.125599928,U,0,0,0,1,0,1,1,0,-1.17003151,0.8,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,0.203365684,0.09,,North America
Effects of nitrogen fertilizer for maize on denitrification loss and N2O emission in purple soil,"Xiang et al., 2007",31.27,105.45,Maize,1,0,0,0.100684168,1.025688396,0.815695731,-0.188855655,-1.181023301,1.661072658,U,0,0,0,1,0,0,1,1,0.722444939,0.82,,Asia
Nitrogen Source Effects on Nitrous Oxide Emissions from Irrigated No-Till Corn,"Halvorson et al., 2010",40.65,-104.98,Maize,1,0,0,-0.294125744,-0.990371986,-0.119436313,-0.111129387,-0.344595198,1.196545388,U,0,0,0,1,0,1,1,1,0.679188334,0.82,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.47,-84.27,Maize,1,0,0,0.199386646,-0.164709086,0.815695731,-0.10335676,0.013873989,-0.313168239,U,0,0,0,1,0,1,0,1,-1.494456044,0.82,,North America
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.13,-74,Maize,1,0,0,-0.705386069,1.446535991,-0.119436313,1.054764646,0.491832905,-0.777695509,AN,1,0,0,0,0,0,0,0,-0.034545641,0.84,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,0,0,0,-1.516084347,0.85,,Europe
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.16648582,-0.353088485,0.815695731,-0.10335676,0.730812363,-0.080904604,U,0,0,0,1,0,1,0,1,-0.521182442,0.85,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.02373149,0.86,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-1.256544719,0.11,,North America
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.952142265,1.06576912,-1.054568357,1.132490914,0.850302092,-0.661563692,AN,1,0,0,0,0,0,0,1,-0.250828664,0.87,,North America
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.41,-73.94,Maize,1,0,0,-0.968592678,0.785204057,-0.119436313,3.697457785,1.806219924,-0.197036422,AN,1,0,0,0,0,1,0,1,-1.007819243,0.87,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.47,-84.27,Maize,1,0,0,0.199386646,-0.164709086,0.815695731,-0.10335676,0.013873989,-0.313168239,U,0,0,0,1,0,1,0,1,-0.034545641,0.87,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,1.165825135,0.11,,North America
Nitrogen Source Effects on Nitrous Oxide Emissions from Irrigated No-Till Corn,"Halvorson et al., 2010",40.65,-104.98,Maize,1,0,0,-0.524431526,-0.82604102,-0.119436313,-0.111129387,-0.344595198,1.196545388,U,0,0,0,1,0,1,1,1,0.679188334,0.88,,North America
Responses of N2O and CH4 fluxes to fertilizer nitrogen addition rates in an irrigated wheat-maize cropping system in northern China,"Liu et al., 2012",34.93,110.72,Maize,1,0,0,0.528394906,0.083791399,1.750827774,0.650588048,-0.464084927,2.125599928,U,0,0,0,1,0,1,1,0,1.803860052,0.91,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,0.679188334,0.16,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,0.203365684,0.91,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,0.679188334,0.91,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.164315455,0.16,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.030919136,-0.457298366,-1.054568357,-0.445352343,1.447750737,-0.429300057,U,0,0,0,1,0,1,0,1,-0.521182442,0.92,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,0.051332929,-0.445274149,-1.054568357,-0.445352343,1.208771279,0.848149936,U,0,0,0,1,0,1,0,1,-1.494456044,0.93,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,1.210217183,-0.942043843,-0.313168239,MA,0,1,0,0,0,1,0,1,0.138480777,0.94,,Europe
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.919241438,1.234108158,-0.119436313,1.132490914,2.762137756,-0.661563692,AN,1,0,0,0,0,1,0,1,-0.250828664,0.97,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.16648582,-0.353088485,0.815695731,-0.10335676,0.730812363,-0.080904604,U,0,0,0,1,0,1,0,1,0.45209116,0.97,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-1.613411707,0.97,,North America
Carbon Dioxide and Nitrous Oxide Fluxes in Corn Grown under Two Tillage Systems in Southwestern Quebec,"Almaraz et al., 2006",45.4,-73.94,Maize,1,0,0,-0.524431526,0.316259594,-0.119436313,0.59617966,-0.225105469,-0.313168239,AN,1,0,0,0,0,1,1,1,-0.034545641,0.99,,North America
Carbon Dioxide and Nitrous Oxide Fluxes in Corn Grown under Two Tillage Systems in Southwestern Quebec,"Almaraz et al., 2006",45.4,-73.95,Maize,1,0,0,-0.721836482,1.218075868,-0.119436313,0.821585839,-0.225105469,-0.313168239,AN,1,0,0,0,0,1,0,1,-0.034545641,0.99,,North America
Carbon Dioxide and Nitrous Oxide Fluxes in Corn Grown under Two Tillage Systems in Southwestern Quebec,"Almaraz et al., 2006",45.4,-73.94,Maize,1,0,0,-0.524431526,0.316259594,-0.119436313,0.59617966,-0.225105469,-0.313168239,AN,1,0,0,0,0,0,1,1,-0.034545641,1,,North America
Carbon Dioxide and Nitrous Oxide Fluxes in Corn Grown under Two Tillage Systems in Southwestern Quebec,"Almaraz et al., 2006",45.4,-73.95,Maize,1,0,0,-0.721836482,1.218075868,-0.119436313,0.821585839,-0.225105469,-0.313168239,AN,1,0,0,0,0,0,0,1,-0.034545641,1,,North America
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.41,-73.94,Maize,1,0,0,-0.968592678,0.785204057,-0.119436313,3.697457785,1.806219924,-0.197036422,AN,1,0,0,0,0,1,0,1,-0.034545641,1,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,1.210217183,-0.942043843,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.921306034,1.01,,Europe
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,1.210217183,-0.942043843,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.391412628,1.01,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.888863581,1.41,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,0.203365684,1.66,,North America
"Effects of soil moisture, temperature, and nitrogen fertilization on soil respiration and nitrous oxide emission during maize growth period in northeast China","Song & Zhang, 2009",47.6,133.5,Maize,1,0,0,-0.096720788,-0.329040051,1.750827774,1.832027334,2.642648027,-0.893827327,U,0,0,0,1,0,1,0,1,-0.358970175,1.04,,Oceania
Nitrous oxide emissions from an intensively cultivated maize???¡°Cwheat rotation soil in the North China Plain,"Ding et al., 2007",35,114.4,Maize,1,0,0,0.98900647,0.749131406,0.815695731,-0.966118344,-0.942043843,2.125599928,U,0,0,0,1,0,1,1,1,-0.358970175,1.05,,Asia
Nitrous oxide emissions from an intensively cultivated maize???¡°Cwheat rotation soil in the North China Plain,"Ding et al., 2007",35,114.4,Maize,1,0,0,1.038357709,0.552735862,0.815695731,-0.966118344,-0.942043843,2.125599928,U,0,0,0,1,0,1,1,1,-0.358970175,1.05,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.164315455,1.68,,North America
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.952142265,1.06576912,-1.054568357,1.132490914,0.850302092,-0.661563692,AN,1,0,0,0,0,1,0,1,-0.250828664,1.08,,North America
Intensive field measurements of nitrous oxide emissions from a tropical agricultural soil,"Crill et al., 2000",10.43,-84,Maize,1,0,0,1.021907296,1.570786233,-1.054568357,1.132490914,0.252853447,-1.009959144,AN,1,0,0,0,0,0,0,0,-0.661766407,1.08,,South America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,1.165825135,1.87,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.899677732,1.11,,Europe
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,0.051332929,-0.445274149,-1.054568357,-0.445352343,1.208771279,0.848149936,U,0,0,0,1,0,1,0,1,-0.034545641,1.12,,North America
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,MA,0,1,0,0,0,0,0,1,-0.142687152,1.14,,North America
Denitrification from Soils of a Year-Round Forage Production System Fertilized with Liquid Dairy Manure,"Lowrance et al., 1998",32.12,-81.1,Maize,1,0,0,0.232287472,0.143912484,0.815695731,-0.686303776,-0.583574656,-1.822881867,MA,0,1,0,0,0,1,1,0,0.679188334,1.14,,South America
Soil nitrous oxide emissions following band-incorporation of fertilizer nitrogen and swine manure,"Chantigny et al., 2010",46.08,-71.03,Maize,1,0,0,-0.507981113,0.29221116,-1.054568357,-0.554169119,1.806219924,-1.009959144,AN,1,0,0,0,0,1,0,1,-0.575253198,1.15,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-0.531996593,2.27,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.78,0.97,Maize,1,0,0,-0.392828222,-1.062517287,-1.054568357,-0.655213268,0.491832905,-1.242222779,MA,0,1,0,0,0,0,0,0,0.181737382,1.16,,Europe
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Maize,1,0,0,-0.65603483,0.007638025,0.815695731,-0.888392075,-0.225105469,-0.429300057,MA,0,1,0,0,0,1,0,1,1.912001564,1.17,,Europe
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.088616397,1.17,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,-1.256544719,1.19,,North America
Assessing non-CO2 climate-forcing emissions and mitigation in sub-Saharan Africa,"Hickman et al., 2014",-17.71,31.01,Maize,1,0,0,0.479043667,1.202043579,1.750827774,2.142932409,0.252853447,-0.893827327,AN,1,0,0,0,0,1,0,1,-0.683394709,1.2,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,1.165825135,1.2,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,-1.256544719,2.69,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,0,0,0,0.754887392,1.24,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,0.511944493,-1.086565721,0.815695731,-0.10335676,-0.464084927,-0.777695509,O,0,0,1,0,0,1,0,1,0.679188334,2.94,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,0.051332929,-0.445274149,-1.054568357,-0.445352343,1.208771279,0.848149936,U,0,0,0,1,0,1,0,1,0.45209116,1.24,,North America
No-tillage did not increase organic carbon storage but stimulated N2O emissions in an intensively cultivated sandy loam soil: A negative climate effect,"Niu et al., 2019",35,114.4,Wheat,0,0,1,-1.774662915,-1.102598011,1.750827774,-1.354749688,-1.30051303,1.661072658,O,0,0,1,0,0,1,1,1,0.45209116,0.11,,Asia
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.919241438,1.234108158,-0.119436313,1.132490914,2.762137756,-0.661563692,AN,1,0,0,0,0,1,0,1,-1.115960755,1.26,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,0.051332929,-0.445274149,-1.054568357,-0.445352343,1.208771279,0.848149936,U,0,0,0,1,0,1,0,1,-1.007819243,1.26,,North America
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.952142265,1.06576912,-1.054568357,1.132490914,0.850302092,-0.661563692,AN,1,0,0,0,0,0,0,1,-1.115960755,1.27,,North America
Nitrous oxide emissions from an intensively cultivated maize???¡°Cwheat rotation soil in the North China Plain,"Ding et al., 2007",35,114.4,Maize,1,0,0,0.98900647,0.749131406,0.815695731,-0.966118344,-0.942043843,2.125599928,U,0,0,0,1,0,1,1,1,0.722444939,1.34,,Asia
Nitrous oxide emissions from an intensively cultivated maize???¡°Cwheat rotation soil in the North China Plain,"Ding et al., 2007",35,114.4,Maize,1,0,0,1.038357709,0.552735862,0.815695731,-0.966118344,-0.942043843,2.125599928,U,0,0,0,1,0,1,1,1,0.722444939,1.34,,Asia
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,MA,0,1,0,0,0,1,0,1,-0.142687152,1.34,,North America
Nitrogen fertilization but not soil tillage affects nitrous oxide emissions from a clay loam soil under a maize???¡°Csoybean rotation,"Pelster et al., 2011",45.3,-73.35,Maize,1,0,0,-0.952142265,1.06576912,-1.054568357,1.132490914,0.850302092,-0.661563692,AN,1,0,0,0,0,1,0,1,-1.115960755,1.34,,North America
Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,"Weller et al., 2015",14.16,121.26,Maize,1,0,0,1.301564317,0.071767182,-1.054568357,0.588407033,0.372343176,-1.126090962,U,0,0,0,1,0,1,1,0,0.07359587,1.36,,Asia
No-tillage did not increase organic carbon storage but stimulated N2O emissions in an intensively cultivated sandy loam soil: A negative climate effect,"Niu et al., 2019",35,114.4,Wheat,0,0,1,-1.774662915,-1.102598011,1.750827774,-1.354749688,-1.30051303,1.661072658,O,0,0,1,0,0,0,1,1,0.45209116,0.13,,Asia
No-tillage did not increase organic carbon storage but stimulated N2O emissions in an intensively cultivated sandy loam soil: A negative climate effect,"Niu et al., 2019",35,114.4,Maize,1,0,0,1.202861839,-0.06851535,1.750827774,-1.354749688,-1.30051303,1.661072658,O,0,0,1,0,0,1,1,1,0.127666626,0.08,,Asia
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,-0.531996593,1.38,,North America
No-tillage did not increase organic carbon storage but stimulated N2O emissions in an intensively cultivated sandy loam soil: A negative climate effect,"Niu et al., 2019",35,114.4,Maize,1,0,0,1.202861839,-0.06851535,1.750827774,-1.354749688,-1.30051303,1.661072658,O,0,0,1,0,0,0,1,1,0.127666626,0.21,,Asia
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,0.051332929,-0.445274149,-1.054568357,-0.445352343,1.208771279,0.848149936,U,0,0,0,1,0,1,0,1,-0.521182442,1.41,,North America
Processes leading to N2O and NO emissions from two different Chinese soils under different soil moisture contents,"Lan et al., 2013",31.37,119.78,Wheat,0,0,1,-1.396303416,-1.090573794,0.815695731,-0.188855655,-0.464084927,-0.777695509,O,0,0,1,0,0,1,1,0,1.263152495,0.48,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,1.210217183,-0.942043843,-0.313168239,AN,1,0,0,0,0,1,0,0,-0.358970175,1.42,,Europe
Processes leading to N2O and NO emissions from two different Chinese soils under different soil moisture contents,"Lan et al., 2013",33.42,118.9,Wheat,0,0,1,-1.643059611,-1.130654517,0.815695731,-0.266581924,-0.344595198,1.661072658,O,0,0,1,0,0,1,1,0,1.263152495,0.72,,Asia
Nitrous oxide and methane emissions from paddy soils in southwest China,"Su et al., 2017",29.06,106.19,Maize,1,0,0,1.202861839,0.805244418,-1.054568357,-0.188855655,0.133363718,0.035227213,U,0,0,0,1,0,1,0,1,-0.358970175,1.44,,Asia
